mileage,dealer,location,price,make,website
"470,526 mi",Arrow Truck Sales,"Kansas City, MO","$79,950",2018 VOLVO VNL780,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnl780-2018/ee-listing-42139051
"432,765 mi",Arrow Truck Sales,"Fontana, CA","$91,950",2019 PETERBILT 579,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/peterbilt/579-2019/ee-listing-42080389
"506,532 mi",Arrow Truck Sales,"Fresno, CA","$69,950",2018 FREIGHTLINER CASCADIA,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia-2018/ee-listing-42142440
"74,467 mi",J&B Pavelka Inc,"Robstown, TX","$35,500",2000 PETERBILT 330,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/peterbilt/330-2000/ee-listing-42111271
"749,067 mi",SelecTrucks of Atlanta,"McDonough, GA","$68,900",2017 FREIGHTLINER CASCADIA 125,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2017/ee-listing-42122330
"507,301 mi",Doggett Freightliner,"Pharr, TX","$68,500",2019 Freightliner Cascadia 126,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia126-2019/ee-listing-42159668
"436,395 mi",Arrow Truck Sales,"Conley, GA","$94,950",2019 MACK ANTHEM,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/mack/anthem-2019/ee-listing-42159509
"498,314 mi",Arrow Truck Sales,"Dallas, TX","$69,950",2018 MACK CXU613,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/mack/cxu613-2018/ee-listing-42183820
"369,067 mi",Diamond Truck Sales Inc,"Bakersfield, CA","$69,900",2020 INTERNATIONAL LT,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/international/lt-2020/ee-listing-42170499
"682,696 mi",Doggett Freightliner,"North Little Rock, AR","$39,990",2016 International PROSTAR,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/international/prostar-2016/ee-listing-42135103
"408,944 mi",Bruckner Truck Sales,"Fort Worth, TX","$114,950",2020 VOLVO VNL64T760,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnl760-2020/ee-listing-42164823
"372,631 mi",The Peterbilt Store,"West Columbia, SC","$143,500",2019 Peterbilt 579,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/peterbilt/579-2019/ee-listing-42170556
"586,636 mi",Bergey's Truck Centers,"Vineland, NJ","$44,900",2014 Mack PINNACLE CXU613,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/mack/pinnaclecxu613-2014/ee-listing-42178960
"541,352 mi",Schneider,"Charlotte, NC","$80,700",2020 Freightliner Cascadia,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia-2020/ee-listing-42136376
"374,234 mi",Bergey's Truck Centers,"Carlisle, PA","$89,000",2019 PETERBILT 579,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/peterbilt/579-2019/ee-listing-42130758
"586,220 mi",Arrow Truck Sales,"Dallas, TX","$79,950",2019 KENWORTH T680,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/kenworth/t680-2019/ee-listing-42183814
"594,533 mi",Arrow Truck Sales,"Tampa, FL","$64,950",2017 KENWORTH T680,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/kenworth/t680-2017/ee-listing-42127756
"179,865 mi",TSI Truck Sales,"Lake Wales, FL","$52,900",2007 FREIGHTLINER FLD132 CLASSIC XL,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/fld132classicxl-2007/ee-listing-42120027
"571,300 mi",Arrow Truck Sales,"Elizabeth, NJ","$62,950",2018 VOLVO VNL630,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnl630-2018/ee-listing-42132467
"480,318 mi",Diamond Truck Sales Inc,"Turlock, CA","$74,900",2019 MACK ANTHEM 64T,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/mack/anthem64t-2019/ee-listing-42170535
"347,332 mi",The Peterbilt Store,"Fort Pierce, FL","$129,900",2019 Peterbilt 579,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/peterbilt/579-2019/ee-listing-42121364
"263,620 mi",International Used Truck Center,"Charlotte, NC","$88,250",2019 International LT625 6x4,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/international/lt6256x4-2019/ee-listing-42140081
"541,147 mi",Arrow Truck Sales,"Tampa, FL","$84,950",2018 KENWORTH T680,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/kenworth/t680-2018/ee-listing-42073880
"546,353 mi",Arrow Truck Sales,"French Camp, CA","$64,950",2017 FREIGHTLINER CASCADIA,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia-2017/ee-listing-42142442
"464,226 mi",Arrow Truck Sales,"French Camp, CA","$94,950",2019 KENWORTH T680,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/kenworth/t680-2019/ee-listing-42165513
"412,576 mi",Western Truck Center of West Sacramento,"West Sacramento, CA","$79,950",2018 KENWORTH T680,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/kenworth/t680-2018/ee-listing-42099445
"191,000 mi",Trux and Equipment,"Seville, OH","$149,500",2021 Freightliner Cascadia,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia-2021/ee-listing-42171976
null,Coffman Truck Sales Inc,"Aurora, IL","$84,900",2019 VOLVO 760,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/760-2019/ee-listing-42161090
"351,000 mi",J&B Pavelka Inc,"Robstown, TX","$68,500",2007 MACK CH613,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/mack/ch613-2007/ee-listing-42053420
"324,336 mi",WE Sales,"Fargo, ND","$94,900",2019 PETERBILT 579,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/peterbilt/579-2019/ee-listing-42172003
"553,115 mi",Arrow Truck Sales,"Phoenix, AZ","$59,950",2017 FREIGHTLINER CASCADIA,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia-2017/ee-listing-42177654
"499,158 mi",Diamond Truck Sales Inc,"Bakersfield, CA","$49,900",2018 INTERNATIONAL LT,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/international/lt-2018/ee-listing-42170519
"229,161 mi",International Used Truck Center,"Conley, GA","$93,375",2018 Volvo VNL,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnl-2018/ee-listing-42140184
"541,851 mi",Bergey's Truck Centers,"Pennsauken, NJ","$24,900",2015 Mack PINNACLE CXU612,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/mack/pinnaclecxu612-2015/ee-listing-42138075
"318,593 mi",Arrow Truck Sales,"Tampa, FL","$66,950",2016 FREIGHTLINER CASCADIA,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia-2016/ee-listing-42165547
"524,975 mi",Arrow Truck Sales,"Houston, TX","$72,950",2017 KENWORTH T680,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/kenworth/t680-2017/ee-listing-42129167
"426,940 mi",Schneider,"West Memphis, AR","$104,200",2021 Freightliner Cascadia,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia-2021/ee-listing-42143070
"572,045 mi",Truck and Van Outlet,"Miami, FL","$37,495",2014 Freightliner Cascadia,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia-2014/ee-listing-42181844
"445,003 mi",Bergey's Truck Centers,"Souderton, PA","$64,900",2015 Volvo VNL64T670,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnl64t670-2015/ee-listing-42148833
"592,547 mi",Arrow Truck Sales,"Strafford, MO","$69,950",2018 PETERBILT 579,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/peterbilt/579-2018/ee-listing-42148459
"607,957 mi",Arrow Truck Sales,"Dallas, TX","$59,950",2016 PETERBILT 579,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/peterbilt/579-2016/ee-listing-42113202
"492,900 mi",The Peterbilt Store,"Fort Pierce, FL","$134,900",2016 Kenworth W900,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/kenworth/w900-2016/ee-listing-42121447
"489,872 mi",Doggett Freightliner,"North Little Rock, AR","$79,900",2018 Freightliner Cascadia 126,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia126-2018/ee-listing-42164759
"681,538 mi",Truck and Van Outlet,"Miami, FL","$62,995",2016 Kenworth T680,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/kenworth/t680-2016/ee-listing-42181851
"429,175 mi",Brookside Equipment Sales Inc,"Phillipston, MA","$34,500",1996 MACK CL713,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/mack/cl713-1996/ee-listing-42144477
"558,198 mi",Schneider,"Charlotte, NC","$55,500",2018 Freightliner Cascadia,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia-2018/ee-listing-42183888
null,Bruckner Truck Sales,"Pottsville, AR","$55,000",2016 VOLVO VNL64T300,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnl64t300-2016/ee-listing-42177776
"452,161 mi",Kenworth of Louisiana,"Gray, LA","$95,500",2019 KENWORTH T680,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/kenworth/t680-2019/ee-listing-42158814
"633,943 mi",Arrow Truck Sales,"Elizabeth, NJ","$64,950",2017 VOLVO VNL780,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnl780-2017/ee-listing-42132458
"674,381 mi",Schneider,"Charlotte, NC","$46,500",2018 Freightliner Cascadia,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia-2018/ee-listing-42184042
"477,455 mi",Bruckner Truck Sales,"Oklahoma City, OK","$144,900",2019 Kenworth W900L,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/kenworth/w900l-2019/ee-listing-42171834
"123,297 mi",West Michigan International,"Grand Rapids, MI","$59,900",2015 Freightliner M2,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/m2-2015/ee-listing-42154228
"429,860 mi",Wichita Kenworth,"Dodge City, KS","$119,900",2018 KENWORTH T680,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/kenworth/t680-2018/ee-listing-42070153
"557,383 mi",Arrow Truck Sales,"Houston, TX","$79,950",2018 PETERBILT 579,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/peterbilt/579-2018/ee-listing-42075623
"259,514 mi",International Used Truck Center,"West Sacramento, CA","$89,900",2019 International LT625 6x4,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/international/lt6256x4-2019/ee-listing-42165575
"643,228 mi",Doggett Freightliner,"El Paso, TX","$55,000",2017 Kenworth T680,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/kenworth/t680-2017/ee-listing-42164739
"440,294 mi",Arrow Truck Sales,"Fontana, CA","$94,950",2019 VOLVO VNL860,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnl860-2019/ee-listing-42141219
"495,040 mi",Diamond Truck Sales Inc,"Bakersfield, CA","$62,900",2018 INTERNATIONAL LT,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/international/lt-2018/ee-listing-42181914
"404,016 mi",Freightliner of Grand Rapids,"Grand Rapids, MI","$82,900",2017 FREIGHTLINER CASCADIA 125,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2017/ee-listing-42127970
"594,685 mi",Affinity Truck Center,"Fresno, CA","$96,200",2020 VOLVO VNL 760,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnl64t76070sleeper-2020/ee-listing-42140385
"630,654 mi",Arrow Truck Sales,"Fontana, CA","$66,950",2016 VOLVO VNL670,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnl670-2016/ee-listing-42033150
"457,514 mi",Truck and Van Outlet,"Miami, FL","$32,995",2015 Freightliner M2 112,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/m2112-2015/ee-listing-42181835
"248,266 mi",IState Truck Center,"Inver Grove Heights, MN","$149,000",2021 Freightliner New Cascadia,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/newcascadia-2021/ee-listing-42109123
"435,000 mi",Arrow Truck Sales,"Cincinnati, OH","$64,950",2018 FREIGHTLINER CASCADIA,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia-2018/ee-listing-42165535
"690,357 mi",Schneider,"Carlisle, PA","$46,500",2018 Freightliner Cascadia,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia-2018/ee-listing-42184033
"513,676 mi",Arrow Truck Sales,"Bolingbrook, IL","$74,950",2018 MACK CXU613,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/mack/cxu613-2018/ee-listing-42068271
"638,580 mi",Arrow Truck Sales,"Fontana, CA","$80,950",2018 VOLVO VNL780,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnl780-2018/ee-listing-42066184
"421,026 mi",Arrow Truck Sales,"Dallas, TX","$89,950",2019 PETERBILT 579,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/peterbilt/579-2019/ee-listing-42183819
"505,602 mi",Arrow Truck Sales,"Fontana, CA","$89,950",2019 FREIGHTLINER CASCADEVO1,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadevo1-2019/ee-listing-42099202
"436,000 mi",DRS Truck Sales Inc,"North Bergen, NJ","$87,900",2018 KENWORTH T880,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/kenworth/t880-2018/ee-listing-42171918
"264,220 mi",International Used Truck Center,"Etna, OH","$91,625",2018 Volvo VNL,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnl-2018/ee-listing-42140108
"661,584 mi",Doggett Freightliner,"Pharr, TX","$56,500",2017 Kenworth T680,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/kenworth/t680-2017/ee-listing-42159666
"415,509 mi",Arrow Truck Sales,"Fontana, CA","$86,550",2018 KENWORTH T680,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/kenworth/t680-2018/ee-listing-42129188
